Year,Value,GeoCode
2000 Q1,15.046771018900001,
2000 Q2,14.838938166276407,
2000 Q3,14.673571325285225,
2000 Q4,14.49171833233226,
2001 Q1,14.357041672934885,
2001 Q2,14.177069066169796,
2001 Q3,14.097104400101626,
2001 Q4,14.048660332966595,
2002 Q1,13.816337610317008,
2002 Q2,13.576310670534033,
2002 Q3,13.63221218388752,
2002 Q4,13.548145327791573,
2003 Q1,13.048690638906937,
2003 Q2,12.80464848543791,
2003 Q3,12.382225955375668,
2003 Q4,12.101444797561415,
2004 Q1,11.940990954091484,
2004 Q2,11.691310918440239,
2004 Q3,11.856848741891651,
2004 Q4,11.747908895280665,
2005 Q1,11.517000872585815,
2005 Q2,11.608968683271248,
2005 Q3,11.425695670121193,
2005 Q4,11.264832056721835,
2006 Q1,11.193477630063727,
2006 Q2,11.316402128544743,
2006 Q3,11.197383081995858,
2006 Q4,11.044889207833046,
2007 Q1,11.047899547737382,
2007 Q2,11.220013836349137,
2007 Q3,11.071343558018512,
2007 Q4,10.850519032462735,
2008 Q1,10.635715627367016,
2008 Q2,10.415842987307132,
2008 Q3,10.336711083754984,
2008 Q4,10.072000332248047,
2009 Q1,9.757438258689646,
2009 Q2,9.57395457039842,
2009 Q3,9.644902120959653,
2009 Q4,9.596242469008956,
2010 Q1,9.733722755494158,
2010 Q2,9.876830458617023,
2010 Q3,9.796488241000144,
2010 Q4,9.873255962079613,
2011 Q1,9.74455257475543,
2011 Q2,9.765079944069132,
2011 Q3,9.672858796296298,
2011 Q4,9.806583637342252,
2012 Q1,9.707102290073424,
2012 Q2,9.871389926776796,
2012 Q3,9.829739691246683,
2012 Q4,9.710097374841009,
2013 Q1,9.81746207871863,
2013 Q2,9.604514173602922,
2013 Q3,9.783955407245115,
2013 Q4,9.73906619648125,
2014 Q1,9.672955883536822,
2014 Q2,9.785979799496863,
2014 Q3,9.765239772642847,
2014 Q4,9.92022838737428,
2015 Q1,9.675480190978698,
2015 Q2,9.719124105992886,
2015 Q3,9.446361455625283,
2015 Q4,9.462977471649817,
2016 Q1,9.548044773382047,
2016 Q2,9.579161801675443,
2016 Q3,9.448681590215278,
2016 Q4,9.235334120792245,
2017 Q1,9.12117259594902,
2017 Q2,9.11182095525419,
2017 Q3,9.177889442858046,
2017 Q4,9.15468760743238,
2018 Q1,9.052565135316259,
2018 Q2,8.930720008697703,
2018 Q3,8.865029947205306,
2018 Q4,8.87849358799831,
2019 Q1,9.034885390962842,
2019 Q2,9.218948625343547,
2019 Q3,9.138882771460773,
2019 Q4,9.129405601131849,
