Year,Sex,Age,Country,Household size,Children under 16 in the household,Children under 6 in the household,Working Status,Household income,Food insecurity category,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2016,,,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,8.15205725861
2016,,16 to 24,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,15.5724945107413
2016,,25 to 34,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,10.9440414527795
2016,,35 to 44,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,9.13859582268241
2016,,45 to 54,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,8.01676591664771
2016,,55 to 64,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,6.47136554742831
2016,,65 to 74,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,2.20176995007762
2016,,75 and over,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,1.2802756538
2016,,,England,,,,,,Low or very low food security,Undefined,Units,Percentage (%),E92000001,8.0256735827065
2016,,,Wales,,,,,,Low or very low food security,Undefined,Units,Percentage (%),W92000004,9.21402895971019
2016,,,Northern Ireland,,,,,,Low or very low food security,Undefined,Units,Percentage (%),N92000002,10.1348578409717
2016,,,,1,,,,,Low or very low food security,Undefined,Units,Percentage (%),,10.25334881964
2016,,,,2,,,,,Low or very low food security,Undefined,Units,Percentage (%),,4.96612922684299
2016,,,,3,,,,,Low or very low food security,Undefined,Units,Percentage (%),,8.87217532307789
2016,,,,4,,,,,Low or very low food security,Undefined,Units,Percentage (%),,8.3009816514784
2016,,,,5 or more,,,,,Low or very low food security,Undefined,Units,Percentage (%),,14.368781852869
2016,,,,,Yes,,,,Low or very low food security,Undefined,Units,Percentage (%),,11.4823867423616
2016,,,,,No,,,,Low or very low food security,Undefined,Units,Percentage (%),,6.73193503071892
2016,,,,,,Yes,,,Low or very low food security,Undefined,Units,Percentage (%),,12.7274464133877
2016,,,,,,No,,,Low or very low food security,Undefined,Units,Percentage (%),,7.32714860340165
2016,,,,,,,In work,,Low or very low food security,Undefined,Units,Percentage (%),,6.55936427453684
2016,,,,,,,Retired,,Low or very low food security,Undefined,Units,Percentage (%),,2.332635453977
2016,,,,,,,Unemployed,,Low or very low food security,Undefined,Units,Percentage (%),,34.8574717477236
2016,,,,,,,Other,,Low or very low food security,Undefined,Units,Percentage (%),,18.3030165155711
2016,,,,,,,,"£10,399 or less",Low or very low food security,Undefined,Units,Percentage (%),,22.9817063810677
2016,,,,,,,,"£10,400 to £25,999",Low or very low food security,Undefined,Units,Percentage (%),,12.7274528923946
2016,,,,,,,,"£26,000 to £51,999",Low or very low food security,Undefined,Units,Percentage (%),,5.5714829363167
2016,,,,,,,,"£52,000 or more",Low or very low food security,Undefined,Units,Percentage (%),,2.82673495401977
2016,Male,,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,6.15983623074155
2016,Male,16 to 24,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,12.7697831381179
2016,Male,25 to 34,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,6.75372238894078
2016,Male,35 to 44,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,6.17399668657802
2016,Male,45 to 54,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,5.58683334588062
2016,Male,55 to 64,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,6.41235616710376
2016,Male,65 to 74,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,2.08709945648632
2016,Male,75 and over,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,0.250358792338831
2016,Male,,England,,,,,,Low or very low food security,Undefined,Units,Percentage (%),E92000001,6.08390208702628
2016,Male,,Wales,,,,,,Low or very low food security,Undefined,Units,Percentage (%),W92000004,5.13031482091892
2016,Male,,Northern Ireland,,,,,,Low or very low food security,Undefined,Units,Percentage (%),N92000002,10.2610842569865
2016,Male,,,1,,,,,Low or very low food security,Undefined,Units,Percentage (%),,11.5953786766998
2016,Male,,,2,,,,,Low or very low food security,Undefined,Units,Percentage (%),,3.65787237217572
2016,Male,,,3,,,,,Low or very low food security,Undefined,Units,Percentage (%),,4.08738851101707
2016,Male,,,4,,,,,Low or very low food security,Undefined,Units,Percentage (%),,3.53373090245839
2016,Male,,,5 or more,,,,,Low or very low food security,Undefined,Units,Percentage (%),,14.1831726315482
2016,Male,,,,Yes,,,,Low or very low food security,Undefined,Units,Percentage (%),,5.58029384035594
2016,Male,,,,No,,,,Low or very low food security,Undefined,Units,Percentage (%),,6.27234326151001
2016,Male,,,,,Yes,,,Low or very low food security,Undefined,Units,Percentage (%),,5.32957056351995
2016,Male,,,,,No,,,Low or very low food security,Undefined,Units,Percentage (%),,6.21185223679594
2016,Male,,,,,,In work,,Low or very low food security,Undefined,Units,Percentage (%),,4.60811582542235
2016,Male,,,,,,Retired,,Low or very low food security,Undefined,Units,Percentage (%),,1.45100549091867
2016,Male,,,,,,Unemployed,,Low or very low food security,Undefined,Units,Percentage (%),,25.7521527314162
2016,Male,,,,,,Other,,Low or very low food security,Undefined,Units,Percentage (%),,18.6936237884625
2016,Male,,,,,,,"£10,399 or less",Low or very low food security,Undefined,Units,Percentage (%),,14.3935741511489
2016,Male,,,,,,,"£10,400 to £25,999",Low or very low food security,Undefined,Units,Percentage (%),,10.3213927153309
2016,Male,,,,,,,"£26,000 to £51,999",Low or very low food security,Undefined,Units,Percentage (%),,3.05553120895559
2016,Male,,,,,,,"£52,000 or more",Low or very low food security,Undefined,Units,Percentage (%),,2.70319405048216
2016,Female,,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,10.0505440806311
2016,Female,16 to 24,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,18.3891277321968
2016,Female,25 to 34,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,15.1066769616598
2016,Female,35 to 44,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,12.2123943248997
