Year,Country,GeoCode,Value
2016,,,3.758553079
2016,Wales,,0.744048147
2016,England,,1.911222544
2016,Scotland,,4.111255498
2016,,E01000001,0.028239595
2016,,E01000002,-0.341627843
2016,,E01000003,-1.37530758
2016,,E01000005,2.836593988
2016,,E01000006,0
2016,,E01000007,0.093257845
2016,,E01000008,0.015902622
2016,,E01000009,-0.000359968
2016,,E01000010,0.040762163
2016,,E01000011,0
2016,,E01000012,-0.061397099
2016,,E01000013,-0.001392461
2016,,E01000014,0
2016,,E01000015,0
2016,,E01000016,0.003561484
2016,,E01000017,0
2016,,E01000018,0
2016,,E01000019,-0.005299668
2016,,E01000020,-0.011679302
2016,,E01000021,0.004151165
2016,,E01000022,0.100149607
2016,,E01000023,0.385855861
2016,,E01000024,-0.005709163
2016,,E01000025,0
2016,,E01000027,0.114197136
2016,,E01000028,-0.016674471
2016,,E01000029,0.01530025
2016,,E01000030,0.004635289
2016,,E01000031,0.003469707
2016,,E01000032,0.525200806
2016,,E01000033,0.685232748
2016,,E01000034,0.022792258
2016,,E01000035,0.000444019
2016,,E01000036,1.998842157
2016,,E01000037,-0.000821541
2016,,E01000038,-0.001328051
2016,,E01000039,0
2016,,E01000040,-0.054485998
2016,,E01000041,0.031403698
2016,,E01000042,-0.040350218
2016,,E01000043,0
2016,,E01000044,0
2016,,E01000045,-0.003933593
2016,,E01000046,0
2016,,E01000048,0.076130397
2016,,E01000049,0.06788339
2016,,E01000050,0.010207317
2016,,E01000051,1.218297878
2016,,E01000052,0
2016,,E01000053,0
2016,,E01000054,0.163544029
2016,,E01000055,0.000369318
2016,,E01000056,-0.025959461
2016,,E01000057,0
2016,,E01000058,0
2016,,E01000059,-0.004737664
2016,,E01000060,-0.088551864
2016,,E01000061,-0.012011894
2016,,E01000062,0.047245182
2016,,E01000063,0
2016,,E01000064,0.002597071
2016,,E01000065,0.056184597
2016,,E01000066,0.00399621
2016,,E01000067,0.000239925
2016,,E01000068,0
2016,,E01000069,0.04328987
2016,,E01000070,0
2016,,E01000071,0.028550057
2016,,E01000072,0.002224474
2016,,E01000073,0
2016,,E01000074,0.018284988
2016,,E01000075,0.007191928
2016,,E01000076,0.018810802
2016,,E01000077,0
2016,,E01000078,-0.009455607
2016,,E01000079,0.273390689
2016,,E01000080,0.129655743
2016,,E01000081,0.000560554
2016,,E01000082,0
2016,,E01000083,0
2016,,E01000084,0
2016,,E01000085,0
2016,,E01000086,0
2016,,E01000087,0
2016,,E01000088,0
2016,,E01000089,0
